feature,mean_importance
Feature_37,-0.005689961761236206
Feature_42,-0.0012502855435014171
Feature_53,-0.0010118035972118578
Feature_64,-0.0002411144599318682
Feature_38,-5.127176642418796e-05
Feature_1,0.0
Feature_76,0.0
Feature_75,0.0
Feature_74,0.0
Feature_69,0.0
Feature_67,0.0
Feature_77,0.0
Feature_66,0.0
Feature_110,0.0
Feature_109,0.0
Feature_61,0.0
Feature_60,0.0
Feature_58,0.0
Feature_68,0.0
Feature_99,0.0
Feature_78,0.0
Feature_80,0.0
Feature_98,0.0
Feature_97,0.0
Feature_96,0.0
Feature_95,0.0
Feature_93,0.0
Feature_92,0.0
Feature_91,0.0
Feature_90,0.0
Feature_89,0.0
Feature_88,0.0
Feature_87,0.0
Feature_86,0.0
Feature_85,0.0
Feature_84,0.0
Feature_83,0.0
Feature_82,0.0
Feature_81,0.0
Feature_79,0.0
Feature_56,0.0
Feature_57,0.0
Feature_107,0.0
Feature_7,0.0
Feature_10,0.0
Feature_11,0.0
Feature_12,0.0
Feature_13,0.0
Feature_14,0.0
Feature_16,0.0
Feature_21,0.0
Feature_22,0.0
Feature_24,0.0
Feature_25,0.0
Feature_26,0.0
Feature_27,0.0
Feature_28,0.0
Feature_1122,0.0
Feature_52,0.0
Feature_50,0.0
Feature_45,0.0
Feature_43,5.290500819681299e-05
Feature_62,0.000339897871017425
Feature_8,0.00042584184557197257
Feature_49,0.001817185655236231
Feature_59,0.003835259787738299
Feature_15,0.004017884694039786
Feature_46,0.004351118654012653
Feature_73,0.00446501707658169
Feature_48,0.004840687997639148
Feature_63,0.006544429194182133
Feature_71,0.008047335501760223
Feature_44,0.008295819871127586
Feature_55,0.009121273830532994
Feature_72,0.009277957007288905
Feature_39,0.010026795249432285
Feature_40,0.010980280414223654
Feature_31,0.013140717465430463
Feature_36,0.014009253922849874
Feature_9,0.019681330751627656
Feature_2,0.02970391888171431
Feature_70,0.033347999509423944
Feature_51,0.03857503427192567
Feature_106,0.04495925081893799
Feature_41,0.052935950271785236
Feature_47,0.05464642606675622
