feature,mean_importance
Feature_39,-0.023883459258358906
Feature_71,-0.018410386375617226
Feature_55,-0.006636695265769943
Feature_40,-0.006158762201666801
Feature_64,-0.005625376522075354
Feature_48,-0.0036810673121362657
Feature_60,-0.00359158908249807
Feature_72,-0.0031283636973239216
Feature_37,-0.0029586968640796575
Feature_38,-0.0027158314222469615
Feature_59,-0.002669617673382141
Feature_56,-0.0010526661225594314
Feature_15,-0.0006811686302535147
Feature_66,0.0
Feature_69,0.0
Feature_110,0.0
Feature_109,0.0
Feature_74,0.0
Feature_75,0.0
Feature_76,0.0
Feature_62,0.0
Feature_61,0.0
Feature_68,0.0
Feature_1,0.0
Feature_79,0.0
Feature_98,0.0
Feature_97,0.0
Feature_96,0.0
Feature_95,0.0
Feature_93,0.0
Feature_92,0.0
Feature_91,0.0
Feature_90,0.0
Feature_89,0.0
Feature_88,0.0
Feature_87,0.0
Feature_85,0.0
Feature_84,0.0
Feature_83,0.0
Feature_82,0.0
Feature_81,0.0
Feature_80,0.0
Feature_78,0.0
Feature_77,0.0
Feature_57,0.0
Feature_99,0.0
Feature_7,0.0
Feature_10,0.0
Feature_12,0.0
Feature_13,0.0
Feature_14,0.0
Feature_16,0.0
Feature_21,0.0
Feature_22,0.0
Feature_24,0.0
Feature_25,0.0
Feature_26,0.0
Feature_27,0.0
Feature_58,0.0
Feature_28,0.0
Feature_1122,0.0
Feature_107,0.0
Feature_52,0.0
Feature_50,0.0
Feature_45,0.0
Feature_67,0.0007652318431064731
Feature_86,0.0008089214959182023
Feature_43,0.0012880497425794778
Feature_31,0.002150837704539321
Feature_53,0.002578554088249829
Feature_44,0.003366145924665054
Feature_42,0.00465878365794199
Feature_63,0.005315057516563704
Feature_36,0.005623322543688136
Feature_8,0.0070740469102748005
Feature_11,0.008520903110038513
Feature_49,0.010992329018190528
Feature_46,0.01119768048170956
Feature_70,0.017664178437553368
Feature_9,0.02741833763895559
Feature_73,0.04078450863482432
Feature_2,0.04973535017576071
Feature_106,0.05731638872995974
Feature_41,0.06537542558507996
Feature_51,0.065761614094954
Feature_47,0.10142726764781403
