feature,mean_importance
Feature_46,-0.034285586299374685
Feature_44,-0.019845064599066965
Feature_55,-0.012280904520302982
Feature_48,-0.011965966392308458
Feature_2,-0.009484990816563343
Feature_72,-0.007774334354326107
Feature_8,-0.005397666990756955
Feature_51,-0.00420170484110709
Feature_31,-0.004136689836159313
Feature_53,-0.0020378817431628503
Feature_15,-0.0015915046259760367
Feature_40,-0.0012870479933917212
Feature_38,-0.000993233975023
Feature_71,-0.0008268181700259337
Feature_84,-0.0004515202529728368
Feature_69,0.0
Feature_74,0.0
Feature_68,0.0
Feature_75,0.0
Feature_67,0.0
Feature_66,0.0
Feature_76,0.0
Feature_77,0.0
Feature_110,0.0
Feature_78,0.0
Feature_1,0.0
Feature_80,0.0
Feature_109,0.0
Feature_98,0.0
Feature_97,0.0
Feature_96,0.0
Feature_95,0.0
Feature_93,0.0
Feature_92,0.0
Feature_91,0.0
Feature_79,0.0
Feature_90,0.0
Feature_88,0.0
Feature_87,0.0
Feature_86,0.0
Feature_85,0.0
Feature_83,0.0
Feature_82,0.0
Feature_81,0.0
Feature_89,0.0
Feature_62,0.0
Feature_57,0.0
Feature_60,0.0
Feature_7,0.0
Feature_10,0.0
Feature_12,0.0
Feature_13,0.0
Feature_14,0.0
Feature_16,0.0
Feature_21,0.0
Feature_22,0.0
Feature_24,0.0
Feature_25,0.0
Feature_26,0.0
Feature_27,0.0
Feature_28,0.0
Feature_61,0.0
Feature_1122,0.0
Feature_107,0.0
Feature_58,0.0
Feature_99,0.0
Feature_45,0.0
Feature_56,0.0
Feature_43,0.0
Feature_52,0.0
Feature_49,0.0
Feature_50,0.0
Feature_37,0.0010484205931425405
Feature_64,0.0017850488983095047
Feature_42,0.0021829061955213947
Feature_59,0.0026320010796189396
Feature_11,0.0031098755821585833
Feature_9,0.003366634957492354
Feature_36,0.008812123760581037
Feature_39,0.01705130554735661
Feature_106,0.022863135915249633
Feature_63,0.028505507092922943
Feature_73,0.028611085321754205
Feature_70,0.035563318552449354
Feature_41,0.0446865637227893
Feature_47,0.056529598846100315
