feature,mean_importance
Feature_49,-0.008431484829634416
Feature_42,-0.004259904716163854
Feature_74,-0.00378027819097041
Feature_75,-0.003775287494063362
Feature_48,-0.002874102033674708
Feature_46,-0.002514257472939774
Feature_2,-0.002386442236602293
Feature_56,-0.0011425807885825589
Feature_38,-0.0005045989900827275
Feature_11,-0.00047956910915673
Feature_45,-0.0004589781630784162
Feature_24,-0.0003454513661563352
Feature_1,-0.00032592386007306294
Feature_93,-0.0002494352869689354
Feature_68,0.0
Feature_78,0.0
Feature_69,0.0
Feature_66,0.0
Feature_110,0.0
Feature_109,0.0
Feature_76,0.0
Feature_77,0.0
Feature_62,0.0
Feature_67,0.0
Feature_80,0.0
Feature_81,0.0
Feature_98,0.0
Feature_97,0.0
Feature_96,0.0
Feature_95,0.0
Feature_92,0.0
Feature_91,0.0
Feature_90,0.0
Feature_89,0.0
Feature_88,0.0
Feature_87,0.0
Feature_86,0.0
Feature_85,0.0
Feature_84,0.0
Feature_83,0.0
Feature_82,0.0
Feature_79,0.0
Feature_61,0.0
Feature_1122,0.0
Feature_22,0.0
Feature_13,0.0
Feature_12,0.0
Feature_15,0.0
Feature_10,0.0
Feature_25,0.0
Feature_16,0.0
Feature_21,0.0
Feature_27,0.0
Feature_58,0.0
Feature_50,0.0
Feature_52,0.0
Feature_26,0.0
Feature_107,0.0
Feature_99,0.0
Feature_7,0.0
Feature_14,0.0
Feature_60,0.00022332083433868055
Feature_55,0.00035802841186524106
Feature_53,0.000554167181253451
Feature_64,0.0012187630962580466
Feature_43,0.0018155867327004805
Feature_72,0.0023076683003455554
Feature_70,0.003060334892943506
Feature_8,0.00398394549265505
Feature_57,0.005278340419754402
Feature_44,0.00588774394243956
Feature_63,0.007312074014917025
Feature_71,0.00954075387679042
Feature_59,0.014301690077409158
Feature_37,0.014413900859653961
Feature_106,0.01542364018969239
Feature_73,0.01611749622039499
Feature_36,0.02196827279403807
Feature_9,0.023939898395910864
Feature_28,0.024379797019064443
Feature_40,0.02780449708923697
Feature_31,0.029206143198534852
Feature_39,0.03472244812175633
Feature_51,0.03692799018695951
Feature_41,0.04691613798961044
Feature_47,0.08890497803688051
