feature,mean_importance
Feature_37,-0.007798619028180842
Feature_64,-0.006922225588932629
Feature_38,-0.004294408960267909
Feature_46,-0.003879683655686683
Feature_60,-0.0037345927627757125
Feature_48,-0.003411826379597188
Feature_57,-0.003033282933756709
Feature_43,-0.001709999823942776
Feature_72,-0.0004592097923159733
Feature_7,-0.00032584189437329103
Feature_39,-0.0003068365342914936
Feature_59,-0.00018071438651531268
Feature_10,-4.853961057960099e-05
Feature_110,0.0
Feature_109,0.0
Feature_62,0.0
Feature_68,0.0
Feature_69,0.0
Feature_74,0.0
Feature_75,0.0
Feature_61,0.0
Feature_67,0.0
Feature_79,0.0
Feature_80,0.0
Feature_98,0.0
Feature_97,0.0
Feature_96,0.0
Feature_95,0.0
Feature_93,0.0
Feature_92,0.0
Feature_91,0.0
Feature_77,0.0
Feature_90,0.0
Feature_88,0.0
Feature_87,0.0
Feature_85,0.0
Feature_84,0.0
Feature_83,0.0
Feature_82,0.0
Feature_81,0.0
Feature_89,0.0
Feature_58,0.0
Feature_1122,0.0
Feature_56,0.0
Feature_12,0.0
Feature_107,0.0
Feature_13,0.0
Feature_52,0.0
Feature_14,0.0
Feature_50,0.0
Feature_16,0.0
Feature_21,0.0
Feature_22,0.0
Feature_24,0.0
Feature_25,0.0
Feature_26,0.0
Feature_27,0.0
Feature_99,0.0
Feature_78,6.462513469159825e-05
Feature_76,0.00013313364703207987
Feature_40,0.00022285011131317756
Feature_66,0.0003985740477219224
Feature_9,0.0004514452768489607
Feature_15,0.0007051755487918809
Feature_1,0.0008546447381377109
Feature_55,0.0010783366486430191
Feature_63,0.0011147736012935617
Feature_11,0.0011829767562449133
Feature_86,0.0013147295452654473
Feature_44,0.0024711722834035665
Feature_53,0.0030643804743885838
Feature_49,0.003510503377765406
Feature_45,0.0035429883003234796
Feature_42,0.004177482430823154
Feature_8,0.00445615833625197
Feature_70,0.008238374544307581
Feature_71,0.009843825595453382
Feature_36,0.015714688599109662
Feature_2,0.017824922828003763
Feature_31,0.023614908326417206
Feature_47,0.0243224701518193
Feature_73,0.026064567267894734
Feature_106,0.03013073015026748
Feature_28,0.08819125025067479
Feature_51,0.1114677115762606
Feature_41,0.14101046021096408
