feature,mean_importance
Feature_70,-0.01959983604028821
Feature_49,-0.017227442129515113
Feature_72,-0.017152475756593046
Feature_43,-0.01337229381315409
Feature_73,-0.00493682576809078
Feature_46,-0.004923776108771549
Feature_42,-0.004783010859973735
Feature_62,-0.004537422503344712
Feature_86,-0.0028747033979743654
Feature_71,-0.0018182440055534155
Feature_55,-0.001321730576455593
Feature_1,-0.0003353022411465512
Feature_107,-0.0003025242872536138
Feature_48,-0.00021997504401951584
Feature_45,-0.00019691333174705062
Feature_56,-0.0001637443713843778
Feature_37,-7.973308674990021e-05
Feature_81,0.0
Feature_109,0.0
Feature_98,0.0
Feature_97,0.0
Feature_96,0.0
Feature_110,0.0
Feature_66,0.0
Feature_67,0.0
Feature_68,0.0
Feature_95,0.0
Feature_93,0.0
Feature_69,0.0
Feature_92,0.0
Feature_91,0.0
Feature_90,0.0
Feature_89,0.0
Feature_88,0.0
Feature_87,0.0
Feature_85,0.0
Feature_84,0.0
Feature_76,0.0
Feature_83,0.0
Feature_77,0.0
Feature_78,0.0
Feature_79,0.0
Feature_80,0.0
Feature_82,0.0
Feature_61,0.0
Feature_1122,0.0
Feature_14,0.0
Feature_13,0.0
Feature_12,0.0
Feature_15,0.0
Feature_26,0.0
Feature_11,0.0
Feature_10,0.0
Feature_60,0.0
Feature_24,0.0
Feature_25,0.0
Feature_22,0.0
Feature_52,0.0
Feature_21,0.0
Feature_16,0.0
Feature_99,0.0
Feature_58,0.0
Feature_50,0.0
Feature_27,0.0
Feature_75,0.0003323968127369903
Feature_38,0.0005682673770934343
Feature_53,0.0008648991212248935
Feature_57,0.0018571238871663786
Feature_7,0.002401355234906077
Feature_39,0.005562643059529371
Feature_9,0.0057446218747645664
Feature_8,0.00582932088524103
Feature_44,0.006115419575944548
Feature_64,0.006717573180794722
Feature_74,0.009029665943235166
Feature_59,0.010607580645009874
Feature_63,0.01074828316923232
Feature_40,0.014002541257068523
Feature_36,0.017160747665911913
Feature_2,0.027225025948137062
Feature_28,0.031564223873429
Feature_41,0.03694127476774155
Feature_51,0.05341881506145
Feature_106,0.05441043329890817
Feature_31,0.07473558567464353
Feature_47,0.10988355698995293
